clock_time;object_type;uuid;itinerary_id;from_state;to_state;lon;lat;details
20;vehicle;bac82b689bea41e78a0e78a1e43c55db;dd9cd62e94484d9ca8b1d188bac82274;idling;moving_to;-73.975136;40.752995;{"origin":{"lat":40.752995,"lon":-73.975136},"destination":{"lat":40.756912,"lon":-73.967247},"trip_distance":0.0,"trip_duration":0,"dropoff":"56f96379691e416f87dfb57f687379cc"}
20;booking;56f96379691e416f87dfb57f687379cc;dd9cd62e94484d9ca8b1d188bac82274;pickup;waiting_dropoff;-73.975136;40.752995;{}
20;booking;76b2e1f517eb484883d071a23ee02918;3b3df6c0c0d041f8ae9b4a395b4530eb;waiting_pickup;pickup;-73.981232;40.78109;{}
20;vehicle;5cd0f7844fb2413bb4a539cbb55ea08f;3b3df6c0c0d041f8ae9b4a395b4530eb;idling;moving_to;-73.981232;40.78109;{"origin":{"lat":40.78109,"lon":-73.981232},"destination":{"lat":40.808109,"lon":-73.966499},"trip_distance":0.0,"trip_duration":0,"dropoff":"76b2e1f517eb484883d071a23ee02918"}
20;booking;76b2e1f517eb484883d071a23ee02918;3b3df6c0c0d041f8ae9b4a395b4530eb;pickup;waiting_dropoff;-73.981232;40.78109;{}
26;booking;4fb2ebcad7a34f17860133f4a28389b5;;created;pending;-73.948563;40.782475;{"dropoff":{"lat":40.726246,"lon":-73.989372}}
27;vehicle;faef003ad1c24a80a96908d5d8273b0a;8857f33fcccc48778b52d048fbe4f11c;moving_to;idling;-73.976341;40.751465;{"stop":"arrived","origin":{"lat":40.744255,"lon":-73.973064},"destination":{"lat":40.751465,"lon":-73.976341},"trip_distance":0.848,"trip_duration":16,"pickup":"530f8908495149a686bffe4497b5d4ff"}
27;booking;530f8908495149a686bffe4497b5d4ff;8857f33fcccc48778b52d048fbe4f11c;waiting_pickup;pickup;-73.976341;40.751465;{}
27;vehicle;faef003ad1c24a80a96908d5d8273b0a;8857f33fcccc48778b52d048fbe4f11c;idling;moving_to;-73.976341;40.751465;{"origin":{"lat":40.751465,"lon":-73.976341},"destination":{"lat":40.760757,"lon":-73.997925},"trip_distance":0.0,"trip_duration":0,"dropoff":"530f8908495149a686bffe4497b5d4ff"}
27;booking;530f8908495149a686bffe4497b5d4ff;8857f33fcccc48778b52d048fbe4f11c;pickup;waiting_dropoff;-73.976341;40.751465;{}
29;booking;d1da9526aae04f27b9b5b53e73303d1c;;created;pending;-73.973053;40.78693;{"dropoff":{"lat":40.765308,"lon":-73.957893}}
29;vehicle;7a9086eed99f4dcaa28d7114d246dfce;98799587345f4cc0a2c1c2fffd465fb7;idling;moving_to;-73.968565;40.778987;{"origin":{"lat":40.778987,"lon":-73.968565},"destination":{"lat":40.78693,"lon":-73.973053},"trip_distance":0.0,"trip_duration":0,"pickup":"d1da9526aae04f27b9b5b53e73303d1c"}
29;booking;d1da9526aae04f27b9b5b53e73303d1c;98799587345f4cc0a2c1c2fffd465fb7;pending;matched;-73.973053;40.78693;{}
29;booking;d1da9526aae04f27b9b5b53e73303d1c;98799587345f4cc0a2c1c2fffd465fb7;matched;waiting_pickup;-73.973053;40.78693;{}
35;vehicle;bac82b689bea41e78a0e78a1e43c55db;dd9cd62e94484d9ca8b1d188bac82274;moving_to;idling;-73.967247;40.756912;{"stop":"arrived","origin":{"lat":40.752995,"lon":-73.975136},"destination":{"lat":40.756912,"lon":-73.967247},"trip_distance":0.795,"trip_duration":15,"dropoff":"56f96379691e416f87dfb57f687379cc"}
35;booking;56f96379691e416f87dfb57f687379cc;dd9cd62e94484d9ca8b1d188bac82274;waiting_dropoff;dropoff;-73.967247;40.756912;{}
35;booking;56f96379691e416f87dfb57f687379cc;dd9cd62e94484d9ca8b1d188bac82274;dropoff;complete;-73.967247;40.756912;{}
36;booking;d9c2a4d7cf7c4e519166748899563a00;;created;pending;-73.99015;40.751293;{"dropoff":{"lat":40.769436,"lon":-73.988518}}
37;booking;82491f331f8d4cb481ff8b7571673db0;;created;pending;-74.012909;40.705593;{"dropoff":{"lat":40.742035,"lon":-73.998535}}
37;vehicle;66d6deec40c24810b966c9b553deb697;05f8d75a32a744faba6b02eae7b76912;idling;moving_to;-74.015092;40.71577;{"origin":{"lat":40.71577,"lon":-74.015092},"destination":{"lat":40.705593,"lon":-74.012909},"trip_distance":0.0,"trip_duration":0,"pickup":"82491f331f8d4cb481ff8b7571673db0"}
37;booking;82491f331f8d4cb481ff8b7571673db0;05f8d75a32a744faba6b02eae7b76912;pending;matched;-74.012909;40.705593;{}
37;booking;82491f331f8d4cb481ff8b7571673db0;05f8d75a32a744faba6b02eae7b76912;matched;waiting_pickup;-74.012909;40.705593;{}
39;booking;4fb2ebcad7a34f17860133f4a28389b5;;pending;expired;-73.948563;40.782475;{}
43;booking;a66cbcd3c8da404da970758372c57a4c;;created;pending;-73.983833;40.744041;{"dropoff":{"lat":40.754028,"lon":-73.987579}}
46;booking;90baa6244dbb48dda9176567cf9de7da;;created;pending;-73.977913;40.786583;{"dropoff":{"lat":40.779873,"lon":-73.980873}}
47;vehicle;7a9086eed99f4dcaa28d7114d246dfce;98799587345f4cc0a2c1c2fffd465fb7;moving_to;idling;-73.973053;40.78693;{"stop":"arrived","origin":{"lat":40.778987,"lon":-73.968565},"destination":{"lat":40.78693,"lon":-73.973053},"trip_distance":0.961,"trip_duration":18,"pickup":"d1da9526aae04f27b9b5b53e73303d1c"}
47;booking;d1da9526aae04f27b9b5b53e73303d1c;98799587345f4cc0a2c1c2fffd465fb7;waiting_pickup;pickup;-73.973053;40.78693;{}
47;vehicle;7a9086eed99f4dcaa28d7114d246dfce;98799587345f4cc0a2c1c2fffd465fb7;idling;moving_to;-73.973053;40.78693;{"origin":{"lat":40.78693,"lon":-73.973053},"destination":{"lat":40.765308,"lon":-73.957893},"trip_distance":0.0,"trip_duration":0,"dropoff":"d1da9526aae04f27b9b5b53e73303d1c"}
47;booking;d1da9526aae04f27b9b5b53e73303d1c;98799587345f4cc0a2c1c2fffd465fb7;pickup;waiting_dropoff;-73.973053;40.78693;{}
49;booking;d9c2a4d7cf7c4e519166748899563a00;;pending;expired;-73.99015;40.751293;{}
50;booking;e5e096e7d30e464381899ca4977b61f5;;created;pending;-73.985184;40.73613;{"dropoff":{"lat":40.73922,"lon":-73.991455}}
56;booking;a66cbcd3c8da404da970758372c57a4c;;pending;expired;-73.983833;40.744041;{}
58;vehicle;66d6deec40c24810b966c9b553deb697;05f8d75a32a744faba6b02eae7b76912;moving_to;idling;-74.012909;40.705593;{"stop":"arrived","origin":{"lat":40.71577,"lon":-74.015092},"destination":{"lat":40.705593,"lon":-74.012909},"trip_distance":1.146,"trip_duration":21,"pickup":"82491f331f8d4cb481ff8b7571673db0"}
58;booking;82491f331f8d4cb481ff8b7571673db0;05f8d75a32a744faba6b02eae7b76912;waiting_pickup;pickup;-74.012909;40.705593;{}
58;vehicle;66d6deec40c24810b966c9b553deb697;05f8d75a32a744faba6b02eae7b76912;idling;moving_to;-74.012909;40.705593;{"origin":{"lat":40.705593,"lon":-74.012909},"destination":{"lat":40.742035,"lon":-73.998535},"trip_distance":0.0,"trip_duration":0,"dropoff":"82491f331f8d4cb481ff8b7571673db0"}
58;booking;82491f331f8d4cb481ff8b7571673db0;05f8d75a32a744faba6b02eae7b76912;pickup;waiting_dropoff;-74.012909;40.705593;{}
59;booking;90baa6244dbb48dda9176567cf9de7da;;pending;expired;-73.977913;40.786583;{}
63;booking;e5e096e7d30e464381899ca4977b61f5;;pending;expired;-73.985184;40.73613;{}
65;vehicle;faef003ad1c24a80a96908d5d8273b0a;8857f33fcccc48778b52d048fbe4f11c;moving_to;idling;-73.997925;40.760757;{"stop":"arrived","origin":{"lat":40.751465,"lon":-73.976341},"destination":{"lat":40.760757,"lon":-73.997925},"trip_distance":2.091,"trip_duration":38,"dropoff":"530f8908495149a686bffe4497b5d4ff"}
65;booking;530f8908495149a686bffe4497b5d4ff;8857f33fcccc48778b52d048fbe4f11c;waiting_dropoff;dropoff;-73.997925;40.760757;{}
65;booking;530f8908495149a686bffe4497b5d4ff;8857f33fcccc48778b52d048fbe4f11c;dropoff;complete;-73.997925;40.760757;{}
69;booking;89111407264f4bb195ecd8049d1118d8;;created;pending;-73.973305;40.790195;{"dropoff":{"lat":40.776485,"lon":-73.962334}}
75;booking;1da456d918e04e248fe910d60b55fb6a;;created;pending;-73.977783;40.76421;{"dropoff":{"lat":40.736172,"lon":-73.989418}}
75;vehicle;16e94eeb59824f768415a430413353ef;b39cadf4f3154d4693111986a9a92f03;idling;moving_to;-73.982318;40.769531;{"origin":{"lat":40.769531,"lon":-73.982318},"destination":{"lat":40.76421,"lon":-73.977783},"trip_distance":0.0,"trip_duration":0,"pickup":"1da456d918e04e248fe910d60b55fb6a"}
75;booking;1da456d918e04e248fe910d60b55fb6a;b39cadf4f3154d4693111986a9a92f03;pending;matched;-73.977783;40.76421;{}
75;booking;1da456d918e04e248fe910d60b55fb6a;b39cadf4f3154d4693111986a9a92f03;matched;waiting_pickup;-73.977783;40.76421;{}
79;vehicle;5cd0f7844fb2413bb4a539cbb55ea08f;3b3df6c0c0d041f8ae9b4a395b4530eb;moving_to;idling;-73.966499;40.808109;{"stop":"arrived","origin":{"lat":40.78109,"lon":-73.981232},"destination":{"lat":40.808109,"lon":-73.966499},"trip_distance":3.25,"trip_duration":59,"dropoff":"76b2e1f517eb484883d071a23ee02918"}
79;booking;76b2e1f517eb484883d071a23ee02918;3b3df6c0c0d041f8ae9b4a395b4530eb;waiting_dropoff;dropoff;-73.966499;40.808109;{}
79;booking;76b2e1f517eb484883d071a23ee02918;3b3df6c0c0d041f8ae9b4a395b4530eb;dropoff;complete;-73.966499;40.808109;{}
82;booking;89111407264f4bb195ecd8049d1118d8;;pending;expired;-73.973305;40.790195;{}
84;booking;c228deff998f46a487bff8db0b4b7e41;;created;pending;-73.991219;40.745247;{"dropoff":{"lat":40.764194,"lon":-73.996445}}
88;vehicle;16e94eeb59824f768415a430413353ef;b39cadf4f3154d4693111986a9a92f03;moving_to;idling;-73.977783;40.76421;{"stop":"arrived","origin":{"lat":40.769531,"lon":-73.982318},"destination":{"lat":40.76421,"lon":-73.977783},"trip_distance":0.704,"trip_duration":13,"pickup":"1da456d918e04e248fe910d60b55fb6a"}
88;booking;1da456d918e04e248fe910d60b55fb6a;b39cadf4f3154d4693111986a9a92f03;waiting_pickup;pickup;-73.977783;40.76421;{}
88;vehicle;16e94eeb59824f768415a430413353ef;b39cadf4f3154d4693111986a9a92f03;idling;moving_to;-73.977783;40.76421;{"origin":{"lat":40.76421,"lon":-73.977783},"destination":{"lat":40.736172,"lon":-73.989418},"trip_distance":0.0,"trip_duration":0,"dropoff":"1da456d918e04e248fe910d60b55fb6a"}
88;booking;1da456d918e04e248fe910d60b55fb6a;b39cadf4f3154d4693111986a9a92f03;pickup;waiting_dropoff;-73.977783;40.76421;{}
95;booking;16c989e0422f46d29ea36c755f861cce;;created;pending;-73.995277;40.728069;{"dropoff":{"lat":40.739326,"lon":-73.987114}}
95;vehicle;277a72c303bb47d1a33d0c82bf3bf5a8;6b1f0d3a3b4745ffb22cfb4eee93edf5;idling;moving_to;-74.007424;40.72601;{"origin":{"lat":40.72601,"lon":-74.007424},"destination":{"lat":40.728069,"lon":-73.995277},"trip_distance":0.0,"trip_duration":0,"pickup":"16c989e0422f46d29ea36c755f861cce"}
95;booking;16c989e0422f46d29ea36c755f861cce;6b1f0d3a3b4745ffb22cfb4eee93edf5;pending;matched;-73.995277;40.728069;{}
95;booking;16c989e0422f46d29ea36c755f861cce;6b1f0d3a3b4745ffb22cfb4eee93edf5;matched;waiting_pickup;-73.995277;40.728069;{}
96;vehicle;7a9086eed99f4dcaa28d7114d246dfce;98799587345f4cc0a2c1c2fffd465fb7;moving_to;idling;-73.957893;40.765308;{"stop":"arrived","origin":{"lat":40.78693,"lon":-73.973053},"destination":{"lat":40.765308,"lon":-73.957893},"trip_distance":2.722,"trip_duration":49,"dropoff":"d1da9526aae04f27b9b5b53e73303d1c"}
96;booking;d1da9526aae04f27b9b5b53e73303d1c;98799587345f4cc0a2c1c2fffd465fb7;waiting_dropoff;dropoff;-73.957893;40.765308;{}
96;booking;d1da9526aae04f27b9b5b53e73303d1c;98799587345f4cc0a2c1c2fffd465fb7;dropoff;complete;-73.957893;40.765308;{}
97;booking;c228deff998f46a487bff8db0b4b7e41;;pending;expired;-73.991219;40.745247;{}
114;vehicle;277a72c303bb47d1a33d0c82bf3bf5a8;6b1f0d3a3b4745ffb22cfb4eee93edf5;moving_to;idling;-73.995277;40.728069;{"stop":"arrived","origin":{"lat":40.72601,"lon":-74.007424},"destination":{"lat":40.728069,"lon":-73.995277},"trip_distance":1.049,"trip_duration":19,"pickup":"16c989e0422f46d29ea36c755f861cce"}
114;booking;16c989e0422f46d29ea36c755f861cce;6b1f0d3a3b4745ffb22cfb4eee93edf5;waiting_pickup;pickup;-73.995277;40.728069;{}
114;vehicle;277a72c303bb47d1a33d0c82bf3bf5a8;6b1f0d3a3b4745ffb22cfb4eee93edf5;idling;moving_to;-73.995277;40.728069;{"origin":{"lat":40.728069,"lon":-73.995277},"destination":{"lat":40.739326,"lon":-73.987114},"trip_distance":0.0,"trip_duration":0,"dropoff":"16c989e0422f46d29ea36c755f861cce"}
114;booking;16c989e0422f46d29ea36c755f861cce;6b1f0d3a3b4745ffb22cfb4eee93edf5;pickup;waiting_dropoff;-73.995277;40.728069;{}
117;booking;b1c2424c60044a10abfa051145a047d7;;created;pending;-73.979263;40.773338;{"dropoff":{"lat":40.77282,"lon":-73.981476}}
121;booking;f2c52795a24f4888848dc14505d7e9bc;;created;pending;-73.992874;40.756397;{"dropoff":{"lat":40.76767,"lon":-73.980476}}
121;vehicle;faef003ad1c24a80a96908d5d8273b0a;252c8244142948e69fdc77c592bd6cb1;idling;moving_to;-73.997925;40.760757;{"origin":{"lat":40.760757,"lon":-73.997925},"destination":{"lat":40.756397,"lon":-73.992874},"trip_distance":0.0,"trip_duration":0,"pickup":"f2c52795a24f4888848dc14505d7e9bc"}
121;booking;f2c52795a24f4888848dc14505d7e9bc;252c8244142948e69fdc77c592bd6cb1;pending;matched;-73.992874;40.756397;{}
121;booking;f2c52795a24f4888848dc14505d7e9bc;252c8244142948e69fdc77c592bd6cb1;matched;waiting_pickup;-73.992874;40.756397;{}
128;booking;c5bb3b53db9d4809af064a0b4fd85c26;;created;pending;-73.966881;40.793766;{"dropoff":{"lat":40.804413,"lon":-73.951294}}
128;vehicle;c5b2a0b21e554324a01cf03bacd9767c;fee14fc4112a4df0b15d91651ac18481;idling;moving_to;-73.95504;40.799415;{"origin":{"lat":40.799415,"lon":-73.95504},"destination":{"lat":40.793766,"lon":-73.966881},"trip_distance":0.0,"trip_duration":0,"pickup":"c5bb3b53db9d4809af064a0b4fd85c26"}
128;booking;c5bb3b53db9d4809af064a0b4fd85c26;fee14fc4112a4df0b15d91651ac18481;pending;matched;-73.966881;40.793766;{}
128;booking;c5bb3b53db9d4809af064a0b4fd85c26;fee14fc4112a4df0b15d91651ac18481;matched;waiting_pickup;-73.966881;40.793766;{}
130;booking;256d94bfabf34ec6a96cb1d3d51d2f92;;created;pending;-73.987328;40.780529;{"dropoff":{"lat":40.76524,"lon":-73.987633}}
130;booking;b1c2424c60044a10abfa051145a047d7;;pending;expired;-73.979263;40.773338;{}
133;vehicle;faef003ad1c24a80a96908d5d8273b0a;252c8244142948e69fdc77c592bd6cb1;moving_to;idling;-73.992874;40.756397;{"stop":"arrived","origin":{"lat":40.760757,"lon":-73.997925},"destination":{"lat":40.756397,"lon":-73.992874},"trip_distance":0.645,"trip_duration":12,"pickup":"f2c52795a24f4888848dc14505d7e9bc"}
133;booking;f2c52795a24f4888848dc14505d7e9bc;252c8244142948e69fdc77c592bd6cb1;waiting_pickup;pickup;-73.992874;40.756397;{}
133;vehicle;faef003ad1c24a80a96908d5d8273b0a;252c8244142948e69fdc77c592bd6cb1;idling;moving_to;-73.992874;40.756397;{"origin":{"lat":40.756397,"lon":-73.992874},"destination":{"lat":40.76767,"lon":-73.980476},"trip_distance":0.0,"trip_duration":0,"dropoff":"f2c52795a24f4888848dc14505d7e9bc"}
133;booking;f2c52795a24f4888848dc14505d7e9bc;252c8244142948e69fdc77c592bd6cb1;pickup;waiting_dropoff;-73.992874;40.756397;{}
135;vehicle;66d6deec40c24810b966c9b553deb697;05f8d75a32a744faba6b02eae7b76912;moving_to;idling;-73.998535;40.742035;{"stop":"arrived","origin":{"lat":40.705593,"lon":-74.012909},"destination":{"lat":40.742035,"lon":-73.998535},"trip_distance":4.229,"trip_duration":77,"dropoff":"82491f331f8d4cb481ff8b7571673db0"}
135;booking;82491f331f8d4cb481ff8b7571673db0;05f8d75a32a744faba6b02eae7b76912;waiting_dropoff;dropoff;-73.998535;40.742035;{}
135;booking;82491f331f8d4cb481ff8b7571673db0;05f8d75a32a744faba6b02eae7b76912;dropoff;complete;-73.998535;40.742035;{}
139;booking;c8a616aca3204c67bb4997de8715ffd9;;created;pending;-73.977432;40.751453;{"dropoff":{"lat":40.755978,"lon":-73.99044}}
139;vehicle;bac82b689bea41e78a0e78a1e43c55db;756b8cc887f546f48f0699400de5d157;idling;moving_to;-73.967247;40.756912;{"origin":{"lat":40.756912,"lon":-73.967247},"destination":{"lat":40.751453,"lon":-73.977432},"trip_distance":0.0,"trip_duration":0,"pickup":"c8a616aca3204c67bb4997de8715ffd9"}
139;booking;c8a616aca3204c67bb4997de8715ffd9;756b8cc887f546f48f0699400de5d157;pending;matched;-73.977432;40.751453;{}
139;booking;c8a616aca3204c67bb4997de8715ffd9;756b8cc887f546f48f0699400de5d157;matched;waiting_pickup;-73.977432;40.751453;{}
140;vehicle;277a72c303bb47d1a33d0c82bf3bf5a8;6b1f0d3a3b4745ffb22cfb4eee93edf5;moving_to;idling;-73.987114;40.739326;{"stop":"arrived","origin":{"lat":40.728069,"lon":-73.995277},"destination":{"lat":40.739326,"lon":-73.987114},"trip_distance":1.428,"trip_duration":26,"dropoff":"16c989e0422f46d29ea36c755f861cce"}
140;booking;16c989e0422f46d29ea36c755f861cce;6b1f0d3a3b4745ffb22cfb4eee93edf5;waiting_dropoff;dropoff;-73.987114;40.739326;{}
140;booking;16c989e0422f46d29ea36c755f861cce;6b1f0d3a3b4745ffb22cfb4eee93edf5;dropoff;complete;-73.987114;40.739326;{}
143;booking;256d94bfabf34ec6a96cb1d3d51d2f92;;pending;expired;-73.987328;40.780529;{}
147;vehicle;16e94eeb59824f768415a430413353ef;b39cadf4f3154d4693111986a9a92f03;moving_to;idling;-73.989418;40.736172;{"stop":"arrived","origin":{"lat":40.76421,"lon":-73.977783},"destination":{"lat":40.736172,"lon":-73.989418},"trip_distance":3.268,"trip_duration":59,"dropoff":"1da456d918e04e248fe910d60b55fb6a"}
147;booking;1da456d918e04e248fe910d60b55fb6a;b39cadf4f3154d4693111986a9a92f03;waiting_dropoff;dropoff;-73.989418;40.736172;{}
147;booking;1da456d918e04e248fe910d60b55fb6a;b39cadf4f3154d4693111986a9a92f03;dropoff;complete;-73.989418;40.736172;{}
150;vehicle;c5b2a0b21e554324a01cf03bacd9767c;fee14fc4112a4df0b15d91651ac18481;moving_to;idling;-73.966881;40.793766;{"stop":"arrived","origin":{"lat":40.799415,"lon":-73.95504},"destination":{"lat":40.793766,"lon":-73.966881},"trip_distance":1.178,"trip_duration":22,"pickup":"c5bb3b53db9d4809af064a0b4fd85c26"}
150;booking;c5bb3b53db9d4809af064a0b4fd85c26;fee14fc4112a4df0b15d91651ac18481;waiting_pickup;pickup;-73.966881;40.793766;{}
150;vehicle;c5b2a0b21e554324a01cf03bacd9767c;fee14fc4112a4df0b15d91651ac18481;idling;moving_to;-73.966881;40.793766;{"origin":{"lat":40.793766,"lon":-73.966881},"destination":{"lat":40.804413,"lon":-73.951294},"trip_distance":0.0,"trip_duration":0,"dropoff":"c5bb3b53db9d4809af064a0b4fd85c26"}
150;booking;c5bb3b53db9d4809af064a0b4fd85c26;fee14fc4112a4df0b15d91651ac18481;pickup;waiting_dropoff;-73.966881;40.793766;{}
157;booking;eccef976abf647818d9f1d92afc2f0b3;;created;pending;-73.980659;40.762226;{"dropoff":{"lat":40.758606,"lon":-74.000549}}
158;vehicle;bac82b689bea41e78a0e78a1e43c55db;756b8cc887f546f48f0699400de5d157;moving_to;idling;-73.977432;40.751453;{"stop":"arrived","origin":{"lat":40.756912,"lon":-73.967247},"destination":{"lat":40.751453,"lon":-73.977432},"trip_distance":1.051,"trip_duration":19,"pickup":"c8a616aca3204c67bb4997de8715ffd9"}
158;booking;c8a616aca3204c67bb4997de8715ffd9;756b8cc887f546f48f0699400de5d157;waiting_pickup;pickup;-73.977432;40.751453;{}
158;vehicle;bac82b689bea41e78a0e78a1e43c55db;756b8cc887f546f48f0699400de5d157;idling;moving_to;-73.977432;40.751453;{"origin":{"lat":40.751453,"lon":-73.977432},"destination":{"lat":40.755978,"lon":-73.99044},"trip_distance":0.0,"trip_duration":0,"dropoff":"c8a616aca3204c67bb4997de8715ffd9"}
158;booking;c8a616aca3204c67bb4997de8715ffd9;756b8cc887f546f48f0699400de5d157;pickup;waiting_dropoff;-73.977432;40.751453;{}
163;vehicle;faef003ad1c24a80a96908d5d8273b0a;252c8244142948e69fdc77c592bd6cb1;moving_to;idling;-73.980476;40.76767;{"stop":"arrived","origin":{"lat":40.756397,"lon":-73.992874},"destination":{"lat":40.76767,"lon":-73.980476},"trip_distance":1.631,"trip_duration":30,"dropoff":"f2c52795a24f4888848dc14505d7e9bc"}
163;booking;f2c52795a24f4888848dc14505d7e9bc;252c8244142948e69fdc77c592bd6cb1;waiting_dropoff;dropoff;-73.980476;40.76767;{}
163;booking;f2c52795a24f4888848dc14505d7e9bc;252c8244142948e69fdc77c592bd6cb1;dropoff;complete;-73.980476;40.76767;{}
164;vehicle;faef003ad1c24a80a96908d5d8273b0a;74231171ef3e415c82c9748ac835c609;idling;moving_to;-73.980476;40.76767;{"origin":{"lat":40.76767,"lon":-73.980476},"destination":{"lat":40.762226,"lon":-73.980659},"trip_distance":0.0,"trip_duration":0,"pickup":"eccef976abf647818d9f1d92afc2f0b3"}
164;booking;eccef976abf647818d9f1d92afc2f0b3;74231171ef3e415c82c9748ac835c609;pending;matched;-73.980659;40.762226;{}
164;booking;eccef976abf647818d9f1d92afc2f0b3;74231171ef3e415c82c9748ac835c609;matched;waiting_pickup;-73.980659;40.762226;{}
175;vehicle;faef003ad1c24a80a96908d5d8273b0a;74231171ef3e415c82c9748ac835c609;moving_to;idling;-73.980659;40.762226;{"stop":"arrived","origin":{"lat":40.76767,"lon":-73.980476},"destination":{"lat":40.762226,"lon":-73.980659},"trip_distance":0.606,"trip_duration":11,"pickup":"eccef976abf647818d9f1d92afc2f0b3"}
175;booking;eccef976abf647818d9f1d92afc2f0b3;74231171ef3e415c82c9748ac835c609;waiting_pickup;pickup;-73.980659;40.762226;{}
175;vehicle;faef003ad1c24a80a96908d5d8273b0a;74231171ef3e415c82c9748ac835c609;idling;moving_to;-73.980659;40.762226;{"origin":{"lat":40.762226,"lon":-73.980659},"destination":{"lat":40.758606,"lon":-74.000549},"trip_distance":0.0,"trip_duration":0,"dropoff":"eccef976abf647818d9f1d92afc2f0b3"}
175;booking;eccef976abf647818d9f1d92afc2f0b3;74231171ef3e415c82c9748ac835c609;pickup;waiting_dropoff;-73.980659;40.762226;{}
176;booking;41160db0059f4a9ab2bf337a546ce82c;;created;pending;-73.985939;40.745041;{"dropoff":{"lat":40.749741,"lon":-73.99147}}
